latitude,longitude,elevation_m,slope_deg,aspect_deg,twi_score,ndvi_score,dist_to_road_m,dist_to_river_m,historical_rainfall_mm,landslide_label
27.799816047538943,85.81417277130889,1566.4785438190306,30.954089256810903,94.21404614492614,11.930227065275638,0.5881623953671185,866.6934512920976,1146.1317771757676,309.75475045223607,0
28.030285722563967,85.74124336485485,2850.843410562089,28.95909388148655,88.91236766591993,11.174333535856611,0.6873451177530978,2409.8945339352595,1611.8374969534727,279.7977493253567,0
27.942797576724562,85.63928742732885,4042.6050091550696,6.282103290321785,326.2516489875732,8.882347417466878,0.25037431903399915,2991.741320711772,1521.5210549313672,200.8645840858353,0
27.889463393678813,85.86620775886813,3536.0095910744203,22.06239138130782,89.83663194582219,13.472565723343198,0.5498992796855992,99.77775593488451,312.0303098640785,102.2625252263987,0
27.712407456176972,85.80812902764924,3803.620132301219,24.009780939292853,97.90190140630716,4.405694186340833,0.507396786514999,2693.123938714886,302.7526921342404,273.6837276652849,0
27.71239780813448,85.5731776227052,3271.6201201585823,24.941139044845023,273.38337447046695,3.311170523715457,0.7162643014306169,1871.6652954599876,540.0078636511021,199.9690959967851,0
27.67323344486728,85.90991723302223,3392.195632264269,34.00861846136661,161.9063432821944,12.247543603465065,0.7748696483850084,2920.414031302815,725.3440790503693,357.1129052486873,0
27.996470458309975,85.87014175931543,3957.1043456351495,31.680127336343922,279.6158005038652,7.26979779960498,0.05972541718190945,1400.3784574040185,819.8688849099228,108.38119284466921,0
27.890446004697285,85.92740996098136,1798.8048318930694,35.39525463967223,23.531816723178686,12.163626250484725,0.5892159352470341,2543.6899124084075,1360.9959475825237,304.6897339570268,0
27.93322903111842,85.82657377877476,2661.929869115306,43.244163077106414,175.52562972241836,12.71708246234498,0.09146863929578322,196.55826510884893,118.07746217084163,429.51598312712287,1
27.65823379771832,85.77603683817111,1696.3539905505681,45.649286935804675,12.100896065981747,2.7494911234288573,0.4890869320618847,1012.4843597341043,74.17204493100245,161.04324348902483,1
28.0379639408648,85.68820936633078,4455.604828787929,40.90615381132472,22.555153243927627,12.601577155832729,0.2801061832349426,210.3794478761178,786.8615730730985,265.0773217627084,1
27.98297705632017,85.91972781750931,4298.613622871808,52.77618479774674,326.31748320398793,7.379828664433067,0.2954212796177129,2926.2759691024207,1395.841565815271,131.99769713599835,0
27.73493564427131,85.88972875027518,1041.9365209266211,5.9116291338180815,50.12833360233426,8.125189868050786,0.33236680276188524,2452.751982742792,390.90350919818275,318.98866929147346,0
27.72272998688284,85.52034840154778,3440.0706210564786,14.788899284177305,191.67144561907816,9.519110133118524,0.5470339592396881,2559.1167895254516,1284.8014401062221,292.68608820867894,0
27.723361803941373,85.51186513852376,4230.893942696397,5.378143748907106,147.99441693625437,13.11659128076104,0.31723997253501535,2814.5160419873437,523.3571351908975,242.57793347449132,0
27.771696897183816,85.66940851509513,1550.0712424584008,37.37373570773015,125.04359745318337,2.2293931331571684,0.6361592404722243,264.45942349815823,1772.7417870829652,282.4819575158094,0
27.859902572652896,85.86474899885182,2944.602829989466,49.90152744749935,323.94000444741806,7.722121619813805,0.3736219084590957,1162.9368016148667,1791.9014388118999,413.8011304641536,1
27.822778007456847,85.94427425819173,4195.7578713169505,17.174114828814965,7.85642283917622,10.252664509166728,0.10468256024796689,222.39431824156637,598.0879725412464,168.70300580887346,0
27.766491656079214,85.56768760099659,1022.2055229088759,51.35172723981533,238.96428702321208,10.672483492378742,0.6770078739872858,640.2713736345855,463.83753915666483,107.89757909687154,1
27.89474115788895,85.76735882190846,3410.7129620886235,8.013369514478043,346.82199631687814,10.310389178445295,0.2786066596741648,695.8036733426403,825.5514242721314,401.58270964468534,0
27.705797544260815,85.67140088548396,1970.4564265411827,51.72180134027572,201.6605460462631,3.6132215528974623,0.39621350367941005,1412.6305610322602,484.8605124343967,301.99097883576724,1
27.76685785941409,85.93646147901657,4227.8263033555095,22.58113436198172,337.2560863319131,5.592747060460175,0.5983551065775212,813.0008806863914,1346.4057673669488,411.73045941164486,0
27.796544737317475,85.87895351541107,4395.8096825953235,10.071041422460826,18.812836542968554,6.304586305004161,0.31596492571896956,311.9245393851057,1652.9990456738296,308.9308281946104,0
27.832427993686814,85.87724791712002,4299.359360808362,29.29358795931628,150.7655948666981,11.65324649215406,0.0952685249173725,510.798356391382,1347.8188011678778,383.5563814858959,1
27.964070384557207,85.71091192190774,2607.1711799668697,17.838828386025398,93.65680474633842,5.345118468974636,0.3491368376102508,450.35393502075186,1649.5791422624523,250.38567717430178,0
27.729869512863342,85.68666877605195,4003.3535435615286,19.24364509809614,263.0955473930627,4.528459566406438,0.8055588661554427,2919.499625757772,796.9993636039109,362.4509759508941,0
27.855693775365445,85.62303318236881,3940.3778347262532,20.364498246314326,353.26695257900883,13.489376228457154,0.5633875178388466,2280.284595686236,316.8523565641774,419.5645134114496,0
27.886965827544817,85.52536897349292,2048.76170367572,45.15129489163317,92.3508224799292,2.106359421361627,0.5871833189337655,2903.60678115599,1477.2121400581964,300.2430373027722,0
27.668580165088,85.88912506931477,3884.0957069424385,31.958063833762726,235.5028565306668,13.973850268183739,0.5558257229101119,1324.8240546586464,724.1466377574,163.27480269683284,0
27.893017940760576,85.86580545410854,1033.2274849757735,20.565384957800184,71.31514779350644,10.121855586288747,0.20919371116754942,842.3217601713433,1344.1852963321194,194.07916526056937,0
27.718209649474915,85.94987295297877,3046.571562535391,35.51668916554592,203.51889164577958,11.941631593389404,0.3846670912818241,2396.8966596554683,544.9346642536225,169.52560191409202,0
27.67602063719411,85.94848657668327,1728.031814235731,40.80753371115968,167.01569520780103,5.535432756154318,0.6507518386906546,985.4992149430288,167.05312143931198,186.39995965850653,0
28.029554214901335,85.74994426752119,1334.0407887982037,18.631200036676688,349.92191866735334,2.1717833320047197,0.1310983180425273,905.1562873789914,1985.200681998088,207.24540727286274,0
28.036252813229826,85.84604433683123,1177.031525865153,25.677455076267577,219.06981817072796,10.85443422273836,0.2722822208717698,705.1929167014152,316.6220083215456,294.296825363616,0
27.973358939246584,85.92514457844709,3406.6395931613033,11.094304666847378,125.82229395125476,12.00973516400811,0.27105528677268287,397.7401448904637,1976.8998829571447,305.7970703123415,0
27.771845507669347,85.88234132580484,2123.549869565038,14.057467476734015,41.07448255965601,10.885713583442229,0.3956151420756048,776.8245524401302,1954.6734654700624,249.27491153465138,0
27.689068845602552,85.61130664578444,3509.1603775035414,39.05589269824914,54.44885834457644,3.714203447610063,0.8342949927537481,1072.4060479369243,1588.6671172965391,315.3972729372924,0
